invoice_id,country,use_case,month,monthly_amount
inv_0000879,france,customer_training,2023-10-01,94.0
inv_0000898,united kingdom,b2b_course_sellers,2023-11-01,-24.19666666666667
inv_0000904,united kingdom,b2b_course_sellers,2023-11-01,284.0
inv_0000911,brazil,customer_training,2023-11-01,284.0
inv_0000923,brazil,b2c_course_sellers,2023-11-01,94.0
inv_0000937,brazil,b2b_course_sellers,2023-11-01,27.0
inv_0000938,brazil,corporate_training,2023-11-01,94.0
inv_0000942,germany,customer_training,2023-11-01,284.0
inv_0000945,germany,b2c_course_sellers,2023-11-01,94.0
inv_0000947,france,b2c_course_sellers,2023-11-01,284.0
inv_0000951,netherlands,b2c_course_sellers,2023-11-01,27.0
inv_0000962,france,corporate_training,2023-11-01,284.0
inv_0000964,france,customer_training,2023-11-01,27.0
inv_0000977,spain,b2c_course_sellers,2023-11-01,94.0
inv_0000991,france,customer_training,2023-12-01,94.0
inv_0000993,spain,customer_training,2023-12-01,94.0
inv_0001003,spain,b2c_course_sellers,2023-12-01,27.0
inv_0001007,brazil,customer_training,2023-12-01,94.0
inv_0001020,brazil,government_ngos,2023-12-01,94.0
inv_0001036,netherlands,government_ngos,2023-12-01,284.0
inv_0001037,france,customer_training,2023-12-01,27.0
inv_0001063,canada,government_ngos,2023-12-01,27.0
inv_0001068,india,b2b_course_sellers,2023-12-01,284.0
inv_0001069,canada,b2b_course_sellers,2023-12-01,284.0
inv_0001079,united states,corporate_training,2023-12-01,94.0
inv_0001084,united kingdom,government_ngos,2024-01-01,-23.87
inv_0001093,brazil,customer_training,2024-01-01,284.0
inv_0001097,netherlands,government_ngos,2024-01-01,94.0
inv_0001100,france,b2c_course_sellers,2024-01-01,94.0
inv_0001107,brazil,corporate_training,2024-01-01,94.0
inv_0001109,united kingdom,b2c_course_sellers,2024-01-01,27.0
inv_0001126,germany,b2b_course_sellers,2024-01-01,284.0
inv_0001141,france,customer_training,2024-01-01,94.0
inv_0001163,netherlands,customer_training,2024-01-01,284.0
inv_0001171,france,customer_training,2024-02-01,284.0
inv_0001187,brazil,b2c_course_sellers,2024-02-01,94.0
inv_0001205,brazil,b2b_course_sellers,2024-02-01,27.0
inv_0001207,brazil,corporate_training,2024-02-01,94.0
inv_0001213,germany,customer_training,2024-02-01,284.0
inv_0001216,germany,b2c_course_sellers,2024-02-01,94.0
inv_0001230,france,corporate_training,2024-02-01,284.0
inv_0001232,united kingdom,b2b_course_sellers,2024-02-01,284.0
inv_0001255,brazil,government_ngos,2024-02-01,94.0
inv_0001257,canada,customer_training,2024-02-01,284.0
inv_0001263,france,customer_training,2024-03-01,94.0
inv_0001267,france,customer_training,2024-03-01,284.0
inv_0001273,brazil,corporate_training,2024-03-01,27.0
inv_0001277,brazil,customer_training,2024-03-01,94.0
inv_0001285,brazil,government_ngos,2024-03-01,94.0
inv_0001286,spain,customer_training,2024-03-01,94.0
inv_0001324,spain,b2c_course_sellers,2024-03-01,27.0
inv_0001325,india,b2b_course_sellers,2024-03-01,284.0
inv_0001326,canada,b2b_course_sellers,2024-03-01,284.0
inv_0001333,united states,corporate_training,2024-03-01,94.0
inv_0001346,united states,corporate_training,2024-03-01,27.0
inv_0001350,spain,b2c_course_sellers,2024-04-01,94.0
inv_0001361,brazil,government_ngos,2024-04-01,284.0
inv_0001366,united kingdom,b2b_course_sellers,2024-04-01,94.0
inv_0001368,canada,b2b_course_sellers,2024-04-01,94.0
inv_0001371,germany,customer_training,2024-04-01,94.0
inv_0001376,brazil,corporate_training,2024-04-01,94.0
inv_0001377,united kingdom,b2c_course_sellers,2024-04-01,27.0
inv_0001393,netherlands,government_ngos,2024-04-01,94.0
inv_0001395,germany,b2b_course_sellers,2024-04-01,284.0
inv_0001399,france,b2c_course_sellers,2024-04-01,94.0
inv_0001426,netherlands,customer_training,2024-04-01,284.0
inv_0001440,india,government_ngos,2024-04-01,284.0
inv_0001442,canada,customer_training,2024-04-01,284.0
inv_0001443,france,corporate_training,2024-04-01,27.0
inv_0001447,brazil,corporate_training,2024-05-01,94.0
inv_0001449,united kingdom,b2c_course_sellers,2024-05-01,94.0
inv_0001453,germany,customer_training,2024-05-01,284.0
inv_0001455,germany,b2c_course_sellers,2024-05-01,284.0
inv_0001462,france,customer_training,2024-05-01,94.0
inv_0001467,brazil,b2c_course_sellers,2024-05-01,94.0
inv_0001481,brazil,b2b_course_sellers,2024-05-01,27.0
inv_0001497,france,corporate_training,2024-05-01,284.0
inv_0001518,brazil,government_ngos,2024-05-01,94.0
inv_0001520,canada,customer_training,2024-05-01,284.0
inv_0001531,united states,government_ngos,2024-05-01,27.0
inv_0001535,spain,corporate_training,2024-05-01,27.0
inv_0001545,united kingdom,b2b_course_sellers,2024-06-01,284.0
inv_0001548,france,customer_training,2024-06-01,284.0
inv_0001554,united states,corporate_training,2024-06-01,27.0
inv_0001556,netherlands,b2b_course_sellers,2024-06-01,-250.36
inv_0001559,france,customer_training,2024-06-01,94.0
inv_0001564,spain,customer_training,2024-06-01,94.0
inv_0001577,france,customer_training,2024-06-01,94.0
inv_0001589,brazil,customer_training,2024-06-01,94.0
inv_0001596,india,b2b_course_sellers,2024-06-01,284.0
inv_0001614,united states,corporate_training,2024-06-01,27.0
inv_0001629,brazil,corporate_training,2024-06-01,27.0
inv_0001630,france,b2c_course_sellers,2024-06-01,284.0
inv_0001631,brazil,b2c_course_sellers,2024-06-01,27.0
inv_0001634,australia,government_ngos,2024-07-01,-24.13
inv_0001639,spain,corporate_training,2024-07-01,94.0
inv_0001645,spain,b2c_course_sellers,2024-07-01,284.0
inv_0001646,netherlands,government_ngos,2024-07-01,284.0
inv_0001647,canada,b2c_course_sellers,2024-07-01,-79.43333333333334
inv_0001649,brazil,corporate_training,2024-07-01,27.0
inv_0001650,canada,b2b_course_sellers,2024-07-01,27.0
inv_0001654,france,corporate_training,2024-07-01,94.0
inv_0001665,brazil,government_ngos,2024-07-01,284.0
inv_0001679,germany,b2b_course_sellers,2024-07-01,284.0
inv_0001683,france,b2c_course_sellers,2024-07-01,94.0
inv_0001709,netherlands,customer_training,2024-07-01,284.0
inv_0001722,canada,customer_training,2024-07-01,284.0
inv_0001723,france,corporate_training,2024-07-01,27.0
inv_0001737,united states,government_ngos,2024-07-01,284.0
inv_0001743,australia,customer_training,2024-07-01,27.0
inv_0001758,france,b2c_course_sellers,2024-08-01,284.0
inv_0001760,brazil,customer_training,2024-08-01,27.0
inv_0001772,brazil,b2c_course_sellers,2024-08-01,94.0
inv_0001774,united kingdom,b2c_course_sellers,2024-08-01,94.0
inv_0001786,brazil,b2b_course_sellers,2024-08-01,27.0
inv_0001787,brazil,corporate_training,2024-08-01,94.0
inv_0001789,germany,customer_training,2024-08-01,284.0
inv_0001792,germany,b2c_course_sellers,2024-08-01,284.0
inv_0001817,brazil,government_ngos,2024-08-01,94.0
inv_0001819,canada,customer_training,2024-08-01,284.0
inv_0001830,united states,government_ngos,2024-08-01,27.0
inv_0001845,australia,government_ngos,2024-08-01,94.0
inv_0001846,brazil,b2b_course_sellers,2024-08-01,27.0
inv_0001853,spain,government_ngos,2024-08-01,27.0
inv_0001857,france,corporate_training,2024-09-01,94.0
inv_0001880,spain,customer_training,2024-09-01,94.0
inv_0001899,france,customer_training,2024-09-01,94.0
inv_0001901,france,customer_training,2024-09-01,284.0
inv_0001902,united kingdom,b2b_course_sellers,2024-09-01,284.0
inv_0001907,india,b2b_course_sellers,2024-09-01,284.0
inv_0001924,united states,corporate_training,2024-09-01,27.0
inv_0001937,france,b2c_course_sellers,2024-09-01,284.0
inv_0001978,france,customer_training,2024-10-01,-247.64
inv_0001987,brazil,corporate_training,2024-10-01,27.0
inv_0001989,brazil,government_ngos,2024-10-01,284.0
inv_0002000,netherlands,government_ngos,2024-10-01,284.0
inv_0002002,germany,b2b_course_sellers,2024-10-01,284.0
inv_0002010,france,corporate_training,2024-10-01,94.0
inv_0002026,netherlands,customer_training,2024-10-01,284.0
inv_0002042,spain,corporate_training,2024-10-01,94.0
inv_0000157,netherlands,government_ngos,2023-03-01,-92.435
inv_0000159,australia,corporate_training,2023-03-01,-92.435
inv_0000339,france,corporate_training,2023-05-01,-93.49
inv_0000435,spain,customer_training,2023-06-01,-27.15
inv_0000437,brazil,b2b_course_sellers,2023-06-01,-27.15
inv_0000442,brazil,government_ngos,2023-06-01,-27.15
inv_0000453,france,customer_training,2023-06-01,-94.515
inv_0000722,germany,b2b_course_sellers,2023-09-01,-26.855
inv_0000727,spain,b2b_course_sellers,2023-09-01,-93.49
inv_0000736,united kingdom,b2b_course_sellers,2023-09-01,-282.455
inv_0000819,germany,b2b_course_sellers,2023-10-01,-93.49
inv_0000825,spain,customer_training,2023-10-01,-93.49
inv_0000910,brazil,customer_training,2023-11-01,-94.515
inv_0000990,france,customer_training,2023-12-01,-26.855
inv_0001002,spain,b2c_course_sellers,2023-12-01,-93.49
inv_0001004,germany,government_ngos,2023-12-01,-79.215
inv_0001006,brazil,customer_training,2023-12-01,-282.455
inv_0001092,brazil,customer_training,2024-01-01,-95.02
inv_0001096,netherlands,government_ngos,2024-01-01,-287.085
inv_0001272,brazil,corporate_training,2024-03-01,-92.965
inv_0001349,spain,b2c_course_sellers,2024-04-01,-27.45
inv_0001360,brazil,government_ngos,2024-04-01,-95.565
inv_0001367,canada,b2b_course_sellers,2024-04-01,-288.735
inv_0001448,united kingdom,b2c_course_sellers,2024-05-01,-26.855
inv_0001452,germany,customer_training,2024-05-01,-93.49
inv_0001547,france,customer_training,2024-06-01,-94.515
inv_0001640,india,corporate_training,2024-07-01,-79.0
inv_0001657,india,corporate_training,2024-07-01,-249.0
inv_0001757,france,b2c_course_sellers,2024-08-01,-95.02
inv_0000011,netherlands,corporate_training,2023-01-01,249.0
inv_0000016,france,customer_training,2023-01-01,249.0
inv_0000022,netherlands,b2b_course_sellers,2023-01-01,79.0
inv_0000024,united states,b2b_course_sellers,2023-01-01,249.0
inv_0000027,brazil,customer_training,2023-01-01,249.0
inv_0000031,united kingdom,corporate_training,2023-01-01,24.0
inv_0000032,brazil,b2c_course_sellers,2023-01-01,249.0
inv_0000033,germany,government_ngos,2023-01-01,79.0
inv_0000040,india,corporate_training,2023-01-01,24.0
inv_0000044,united kingdom,b2c_course_sellers,2023-01-01,79.0
inv_0000046,united kingdom,government_ngos,2023-01-01,79.0
inv_0000048,germany,corporate_training,2023-01-01,249.0
inv_0000049,united states,corporate_training,2023-01-01,79.0
inv_0000054,germany,government_ngos,2023-01-01,79.0
inv_0000056,india,government_ngos,2023-01-01,79.0
inv_0000060,united states,government_ngos,2023-01-01,249.0
inv_0000061,united kingdom,b2c_course_sellers,2023-01-01,249.0
inv_0000064,brazil,government_ngos,2023-01-01,79.0
inv_0000071,germany,b2b_course_sellers,2023-01-01,24.0
inv_0000077,united kingdom,b2b_course_sellers,2023-01-01,24.0
inv_0000079,france,b2c_course_sellers,2023-01-01,249.0
inv_0000082,germany,customer_training,2023-01-01,24.0
inv_0000084,united kingdom,government_ngos,2023-01-01,79.0
inv_0000094,germany,b2b_course_sellers,2023-01-01,79.0
inv_0000096,canada,b2c_course_sellers,2023-01-01,249.0
inv_0000098,india,corporate_training,2023-01-01,79.0
inv_0000100,brazil,b2b_course_sellers,2023-01-01,24.0
inv_0000101,united kingdom,b2c_course_sellers,2023-01-01,79.0
inv_0000103,india,government_ngos,2023-01-01,249.0
inv_0000104,spain,corporate_training,2023-01-01,79.0
inv_0000105,canada,corporate_training,2023-01-01,79.0
inv_0000110,netherlands,b2b_course_sellers,2023-01-01,24.0
inv_0000111,netherlands,b2b_course_sellers,2023-01-01,249.0
inv_0000115,germany,b2c_course_sellers,2023-01-01,79.0
inv_0000119,netherlands,corporate_training,2023-01-01,24.0
inv_0000121,france,b2b_course_sellers,2023-01-01,24.0
inv_0000135,united kingdom,corporate_training,2023-01-01,249.0
inv_0000138,australia,government_ngos,2023-01-01,24.0
inv_0000144,brazil,b2b_course_sellers,2023-02-01,79.0
inv_0000146,germany,b2b_course_sellers,2023-02-01,79.0
inv_0000148,netherlands,corporate_training,2023-02-01,79.0
inv_0000155,india,government_ngos,2023-02-01,249.0
inv_0000162,spain,corporate_training,2023-02-01,24.0
inv_0000164,united kingdom,b2c_course_sellers,2023-02-01,79.0
inv_0000166,united states,government_ngos,2023-02-01,79.0
inv_0000244,united kingdom,b2c_course_sellers,2023-03-01,249.0
inv_0000248,united kingdom,b2c_course_sellers,2023-03-01,249.0
inv_0000251,united kingdom,government_ngos,2023-03-01,24.0
inv_0000256,france,customer_training,2023-03-01,79.0
inv_0000325,united kingdom,b2b_course_sellers,2023-03-01,249.0
inv_0000329,germany,customer_training,2023-04-01,79.0
inv_0000333,spain,corporate_training,2023-04-01,79.0
inv_0000335,india,corporate_training,2023-04-01,249.0
inv_0000344,france,b2c_course_sellers,2023-04-01,79.0
inv_0000347,brazil,b2c_course_sellers,2023-04-01,79.0
inv_0000434,india,b2c_course_sellers,2023-04-01,249.0
inv_0000441,india,corporate_training,2023-05-01,79.0
inv_0000448,germany,customer_training,2023-05-01,249.0
inv_0000451,germany,b2b_course_sellers,2023-05-01,249.0
inv_0000458,india,government_ngos,2023-05-01,79.0
inv_0000525,india,b2b_course_sellers,2023-05-01,24.0
inv_0000528,india,b2b_course_sellers,2023-06-01,79.0
inv_0000531,australia,government_ngos,2023-06-01,79.0
inv_0000535,united kingdom,government_ngos,2023-06-01,249.0
inv_0000537,united states,government_ngos,2023-06-01,249.0
inv_0000549,united kingdom,b2c_course_sellers,2023-06-01,79.0
inv_0000613,brazil,corporate_training,2023-06-01,24.0
inv_0000622,netherlands,corporate_training,2023-07-01,249.0
inv_0000624,india,government_ngos,2023-07-01,249.0
inv_0000627,germany,government_ngos,2023-07-01,249.0
inv_0000629,brazil,b2b_course_sellers,2023-07-01,249.0
inv_0000633,netherlands,b2b_course_sellers,2023-07-01,24.0
inv_0000636,united kingdom,b2b_course_sellers,2023-07-01,79.0
inv_0000639,netherlands,b2b_course_sellers,2023-07-01,79.0
inv_0000715,united kingdom,b2b_course_sellers,2023-07-01,24.0
inv_0000725,netherlands,b2b_course_sellers,2023-08-01,249.0
inv_0000730,india,corporate_training,2023-08-01,249.0
inv_0000735,netherlands,corporate_training,2023-08-01,79.0
inv_0000739,india,corporate_training,2023-08-01,79.0
inv_0000808,netherlands,customer_training,2023-08-01,24.0
inv_0000809,france,corporate_training,2023-08-01,249.0
inv_0000810,united states,corporate_training,2023-08-01,24.0
inv_0000811,netherlands,b2c_course_sellers,2023-08-01,79.0
inv_0000813,united kingdom,b2b_course_sellers,2023-09-01,79.0
inv_0000818,germany,b2b_course_sellers,2023-09-01,249.0
inv_0000822,france,customer_training,2023-09-01,249.0
inv_0000828,australia,government_ngos,2023-09-01,24.0
inv_0000832,canada,b2c_course_sellers,2023-09-01,79.0
inv_0000899,united kingdom,b2b_course_sellers,2023-10-01,79.0
inv_0000908,united kingdom,b2b_course_sellers,2023-10-01,249.0
inv_0000917,france,corporate_training,2023-10-01,79.0
inv_0000919,india,government_ngos,2023-10-01,79.0
inv_0000996,united kingdom,b2c_course_sellers,2023-11-01,249.0
inv_0000999,india,government_ngos,2023-11-01,249.0
inv_0001005,germany,government_ngos,2023-11-01,24.0
inv_0001009,france,customer_training,2023-11-01,79.0
inv_0001012,germany,b2b_course_sellers,2023-11-01,79.0
inv_0001080,france,customer_training,2023-11-01,249.0
inv_0001082,united states,corporate_training,2023-11-01,79.0
inv_0001085,united kingdom,government_ngos,2023-12-01,79.0
inv_0001091,france,customer_training,2023-12-01,249.0
inv_0001161,canada,customer_training,2023-12-01,249.0
inv_0001168,germany,government_ngos,2024-01-01,79.0
inv_0001174,united states,corporate_training,2024-01-01,249.0
inv_0001178,germany,b2b_course_sellers,2024-01-01,24.0
inv_0001179,brazil,customer_training,2024-01-01,79.0
inv_0001181,canada,customer_training,2024-01-01,79.0
inv_0001183,united states,government_ngos,2024-01-01,79.0
inv_0001197,united kingdom,corporate_training,2024-01-01,24.0
inv_0001206,united states,corporate_training,2024-01-01,79.0
inv_0001212,brazil,government_ngos,2024-01-01,79.0
inv_0001229,france,b2b_course_sellers,2024-01-01,24.0
inv_0001236,united kingdom,corporate_training,2024-01-01,249.0
inv_0001252,canada,corporate_training,2024-01-01,249.0
inv_0001260,spain,b2c_course_sellers,2024-01-01,24.0
inv_0001265,netherlands,b2b_course_sellers,2024-02-01,79.0
inv_0001299,india,government_ngos,2024-02-01,249.0
inv_0001340,germany,customer_training,2024-02-01,24.0
inv_0001342,india,b2b_course_sellers,2024-02-01,24.0
inv_0001352,netherlands,customer_training,2024-03-01,79.0
inv_0001357,united kingdom,government_ngos,2024-03-01,249.0
inv_0001359,netherlands,b2c_course_sellers,2024-03-01,249.0
inv_0001407,united kingdom,b2c_course_sellers,2024-03-01,249.0
inv_0001461,france,customer_training,2024-04-01,79.0
inv_0001464,united kingdom,b2c_course_sellers,2024-04-01,79.0
inv_0001488,france,b2c_course_sellers,2024-04-01,79.0
inv_0001493,spain,corporate_training,2024-04-01,79.0
inv_0001506,india,b2c_course_sellers,2024-04-01,249.0
inv_0001550,germany,government_ngos,2024-05-01,249.0
inv_0001557,netherlands,b2b_course_sellers,2024-05-01,79.0
inv_0001582,germany,customer_training,2024-05-01,249.0
inv_0001587,germany,b2b_course_sellers,2024-05-01,249.0
inv_0001627,germany,corporate_training,2024-05-01,79.0
inv_0001628,united kingdom,b2b_course_sellers,2024-05-01,249.0
inv_0001635,australia,government_ngos,2024-06-01,79.0
inv_0001641,india,corporate_training,2024-06-01,249.0
inv_0001644,brazil,government_ngos,2024-06-01,249.0
inv_0001648,canada,b2c_course_sellers,2024-06-01,249.0
inv_0001652,netherlands,b2c_course_sellers,2024-06-01,79.0
inv_0001656,india,government_ngos,2024-06-01,79.0
inv_0001658,india,corporate_training,2024-06-01,79.0
inv_0001660,india,b2c_course_sellers,2024-06-01,79.0
inv_0001698,india,b2b_course_sellers,2024-06-01,79.0
inv_0001699,brazil,corporate_training,2024-06-01,24.0
inv_0001745,india,b2b_course_sellers,2024-07-01,79.0
inv_0001747,brazil,corporate_training,2024-07-01,79.0
inv_0001753,united states,government_ngos,2024-07-01,249.0
inv_0001756,netherlands,customer_training,2024-07-01,249.0
inv_0001762,france,customer_training,2024-07-01,24.0
inv_0001764,india,corporate_training,2024-07-01,79.0
inv_0001768,germany,government_ngos,2024-07-01,79.0
inv_0001848,germany,customer_training,2024-07-01,24.0
inv_0001866,brazil,customer_training,2024-08-01,24.0
inv_0001868,brazil,corporate_training,2024-08-01,24.0
inv_0001871,united kingdom,government_ngos,2024-08-01,79.0
inv_0001909,united states,corporate_training,2024-08-01,24.0
inv_0001951,australia,b2b_course_sellers,2024-08-01,24.0
inv_0001953,spain,b2c_course_sellers,2024-08-01,24.0
inv_0001957,germany,customer_training,2024-09-01,79.0
inv_0001961,germany,customer_training,2024-09-01,79.0
inv_0001964,france,corporate_training,2024-09-01,249.0
inv_0001967,united kingdom,b2c_course_sellers,2024-09-01,249.0
inv_0001972,united kingdom,b2b_course_sellers,2024-09-01,24.0
inv_0001974,netherlands,b2c_course_sellers,2024-09-01,24.0
inv_0001977,brazil,government_ngos,2024-09-01,79.0
inv_0001979,france,customer_training,2024-09-01,79.0
inv_0001981,netherlands,customer_training,2024-09-01,79.0
inv_0001983,canada,b2c_course_sellers,2024-09-01,79.0
inv_0002016,united kingdom,b2b_course_sellers,2024-09-01,79.0
inv_0000143,brazil,b2b_course_sellers,2023-02-01,-23.95818181818182
inv_0000145,germany,b2b_course_sellers,2023-02-01,-23.95818181818182
inv_0000147,netherlands,corporate_training,2023-02-01,-23.95818181818182
inv_0000154,india,government_ngos,2023-02-01,-78.86181818181818
inv_0000161,spain,corporate_training,2023-02-01,-78.86181818181818
inv_0000163,united kingdom,b2c_course_sellers,2023-02-01,-248.56545454545451
inv_0000165,united states,government_ngos,2023-02-01,-248.56545454545451
inv_0000447,germany,customer_training,2023-05-01,-79.11818181818181
inv_0000527,india,b2b_course_sellers,2023-06-01,-23.964545454545455
inv_0000724,netherlands,b2b_course_sellers,2023-08-01,-78.88181818181819
inv_0000734,netherlands,corporate_training,2023-08-01,-248.6290909090909
inv_0000998,india,government_ngos,2023-11-01,-78.88181818181819
inv_0001090,france,customer_training,2023-12-01,-79.11818181818181
inv_0001180,canada,customer_training,2024-01-01,-248.6290909090909
inv_0001746,brazil,corporate_training,2024-07-01,-24.029999999999998
inv_0001763,india,corporate_training,2024-07-01,-249.30999999999997
inv_0001867,brazil,corporate_training,2024-08-01,-78.86181818181818
inv_0000243,united kingdom,b2c_course_sellers,2023-03-01,-79.476
inv_0000247,united kingdom,b2c_course_sellers,2023-03-01,-79.476
inv_0000250,united kingdom,government_ngos,2023-03-01,-79.476
inv_0000255,france,customer_training,2023-03-01,-250.50100000000003
inv_0000332,spain,corporate_training,2023-04-01,-24.145
inv_0000623,india,government_ngos,2023-07-01,-79.0
inv_0000812,united kingdom,b2b_course_sellers,2023-09-01,-23.921
inv_0000916,france,corporate_training,2023-10-01,-249.0
inv_0001008,france,customer_training,2023-11-01,-249.0
inv_0001011,germany,b2b_course_sellers,2023-11-01,-249.0
inv_0001167,germany,government_ngos,2024-01-01,-24.0
inv_0001173,united states,corporate_training,2024-01-01,-79.0
inv_0001177,germany,b2b_course_sellers,2024-01-01,-79.0
inv_0001659,india,b2c_course_sellers,2024-06-01,-248.86399999999998
inv_0001767,germany,government_ngos,2024-07-01,-248.86399999999998
inv_0001960,germany,customer_training,2024-09-01,-23.908
inv_0001980,netherlands,customer_training,2024-09-01,-248.045
inv_0000328,germany,customer_training,2023-04-01,-24.11
inv_0000334,india,corporate_training,2023-04-01,-79.36111111111111
inv_0000343,france,b2c_course_sellers,2023-04-01,-250.13666666666666
inv_0000346,brazil,b2c_course_sellers,2023-04-01,-250.13666666666666
inv_0000548,united kingdom,b2c_course_sellers,2023-06-01,-248.54666666666668
inv_0000729,india,corporate_training,2023-08-01,-78.85555555555555
inv_0000827,australia,government_ngos,2023-09-01,-78.85555555555555
inv_0000907,united kingdom,b2b_course_sellers,2023-10-01,-78.85555555555555
inv_0000918,india,government_ngos,2023-10-01,-248.54666666666668
inv_0001356,united kingdom,government_ngos,2024-03-01,-79.14444444444445
inv_0001651,netherlands,b2c_course_sellers,2024-06-01,-248.3177777777778
inv_0001761,france,customer_training,2024-07-01,-79.07222222222222
inv_0001973,netherlands,b2c_course_sellers,2024-09-01,-78.78333333333333
inv_0001976,brazil,government_ngos,2024-09-01,-248.3177777777778
inv_0001982,canada,b2c_course_sellers,2024-09-01,-248.3177777777778
inv_0000440,india,corporate_training,2023-05-01,-24.165
inv_0000450,germany,b2b_course_sellers,2023-05-01,-79.54125
inv_0000457,india,government_ngos,2023-05-01,-250.705
inv_0000536,united states,government_ngos,2023-06-01,-79.54125
inv_0000635,united kingdom,b2b_course_sellers,2023-07-01,-249.0
inv_0000738,india,corporate_training,2023-08-01,-249.0
inv_0001549,germany,government_ngos,2024-05-01,-79.32375
inv_0001755,netherlands,customer_training,2024-07-01,-78.89125
inv_0000530,australia,government_ngos,2023-06-01,-24.12142857142857
inv_0000534,united kingdom,government_ngos,2023-06-01,-79.40142857142857
inv_0000621,netherlands,corporate_training,2023-07-01,-79.77285714285713
inv_0000628,brazil,b2b_course_sellers,2023-07-01,-79.77285714285713
inv_0000995,united kingdom,b2c_course_sellers,2023-11-01,-78.81428571428572
inv_0001460,france,customer_training,2024-04-01,-249.58285714285714
inv_0001463,united kingdom,b2c_course_sellers,2024-04-01,-249.58285714285714
inv_0001643,brazil,government_ngos,2024-06-01,-79.18571428571428
inv_0001744,india,b2b_course_sellers,2024-07-01,-24.16857142857143
inv_0001870,united kingdom,government_ngos,2024-08-01,-247.92857142857142
inv_0001966,united kingdom,b2c_course_sellers,2024-09-01,-78.66
inv_0000626,germany,government_ngos,2023-07-01,-79.64999999999999
inv_0000632,netherlands,b2b_course_sellers,2023-07-01,-79.64999999999999
inv_0000638,netherlands,b2b_course_sellers,2023-07-01,-251.04666666666665
inv_0000821,france,customer_training,2023-09-01,-78.56833333333334
inv_0001752,united states,government_ngos,2024-07-01,-79.43166666666666
inv_0000817,germany,b2b_course_sellers,2023-09-01,-79.476
inv_0001182,united states,government_ngos,2024-01-01,-248.18400000000003
inv_0001264,netherlands,b2b_course_sellers,2024-02-01,-23.764
inv_0001351,netherlands,customer_training,2024-03-01,-24.078
inv_0001358,netherlands,b2c_course_sellers,2024-03-01,-79.26
inv_0001655,india,government_ngos,2024-06-01,-249.81599999999997
inv_0001865,brazil,customer_training,2024-08-01,-79.26
inv_0001956,germany,customer_training,2024-09-01,-24.078
inv_0000831,canada,b2c_course_sellers,2023-09-01,-249.6825
inv_0000004,brazil,b2c_course_sellers,2023-01-01,94.0
inv_0000008,brazil,corporate_training,2023-01-01,284.0
inv_0000013,united kingdom,b2c_course_sellers,2023-01-01,94.0
inv_0000015,brazil,customer_training,2023-01-01,284.0
inv_0000019,brazil,government_ngos,2023-01-01,27.0
inv_0000020,australia,b2c_course_sellers,2023-01-01,94.0
inv_0000023,spain,customer_training,2023-01-01,27.0
inv_0000047,brazil,b2b_course_sellers,2023-01-01,27.0
inv_0000051,brazil,corporate_training,2023-01-01,94.0
inv_0000057,netherlands,government_ngos,2023-01-01,94.0
inv_0000065,germany,b2b_course_sellers,2023-01-01,27.0
inv_0000066,germany,customer_training,2023-01-01,284.0
inv_0000067,france,customer_training,2023-01-01,94.0
inv_0000072,germany,b2c_course_sellers,2023-01-01,284.0
inv_0000074,australia,corporate_training,2023-01-01,94.0
inv_0000075,france,b2c_course_sellers,2023-01-01,284.0
inv_0000083,australia,customer_training,2023-01-01,27.0
inv_0000087,australia,customer_training,2023-01-01,27.0
inv_0000090,netherlands,b2c_course_sellers,2023-01-01,27.0
inv_0000095,india,b2b_course_sellers,2023-01-01,27.0
inv_0000102,brazil,customer_training,2023-01-01,284.0
inv_0000122,united states,b2c_course_sellers,2023-01-01,94.0
inv_0000123,france,corporate_training,2023-01-01,284.0
inv_0000124,france,customer_training,2023-01-01,94.0
inv_0000128,france,customer_training,2023-01-01,27.0
inv_0000129,united kingdom,b2b_course_sellers,2023-01-01,284.0
inv_0000133,canada,government_ngos,2023-01-01,94.0
inv_0000140,spain,b2c_course_sellers,2023-01-01,27.0
inv_0000158,netherlands,government_ngos,2023-02-01,284.0
inv_0000160,australia,corporate_training,2023-02-01,27.0
inv_0000233,canada,government_ngos,2023-02-01,27.0
inv_0000238,spain,b2c_course_sellers,2023-03-01,94.0
inv_0000254,brazil,corporate_training,2023-03-01,94.0
inv_0000258,france,corporate_training,2023-03-01,94.0
inv_0000337,brazil,b2c_course_sellers,2023-04-01,284.0
inv_0000338,france,customer_training,2023-04-01,284.0
inv_0000340,france,corporate_training,2023-04-01,284.0
inv_0000345,germany,b2c_course_sellers,2023-04-01,94.0
inv_0000355,united kingdom,b2c_course_sellers,2023-04-01,94.0
inv_0000357,brazil,customer_training,2023-04-01,284.0
inv_0000360,brazil,government_ngos,2023-04-01,27.0
inv_0000361,australia,b2c_course_sellers,2023-04-01,94.0
inv_0000363,spain,customer_training,2023-04-01,27.0
inv_0000378,brazil,b2b_course_sellers,2023-04-01,27.0
inv_0000380,brazil,corporate_training,2023-04-01,94.0
inv_0000387,germany,b2b_course_sellers,2023-04-01,27.0
inv_0000388,germany,customer_training,2023-04-01,284.0
inv_0000389,france,customer_training,2023-04-01,94.0
inv_0000394,france,b2c_course_sellers,2023-04-01,284.0
inv_0000397,australia,customer_training,2023-04-01,27.0
inv_0000400,australia,customer_training,2023-04-01,27.0
inv_0000403,netherlands,b2c_course_sellers,2023-04-01,27.0
inv_0000409,brazil,customer_training,2023-04-01,284.0
